Auction_ID,Product_Name,Lot,Bidder_ID,Start_Price,Bid_Amount,Final_Price,Bid_Time,Auction_Start,Auction_End,Bid_Winner,Fraudulent
554993,Microwave Oven,2,37608,7513.16,8736.48,17454.82,2016-12-17 14:39:00,2016-12-17 11:42:00,2016-12-21 11:42:00,37608.0,0
164106,Home Theater System,3,41733,47261.14,65227.79,194879.42,2016-12-07 11:42:00,2016-12-07 11:37:00,2016-12-10 11:37:00,41733.0,1
505935,Tablet,3,45392,10605.98,13327.72,40124.09,2016-08-27 11:01:00,2016-08-27 09:21:00,2016-08-31 09:21:00,45392.0,0
323382,Laptop,1,23889,71624.77,89484.64,88965.01,2016-03-27 13:57:00,2016-03-27 11:25:00,2016-03-29 11:25:00,23889.0,0
760213,Electric Guitar,2,41878,43130.82,49084.92,98215.32,2016-10-09 11:16:00,2016-10-09 09:16:00,2016-10-13 09:16:00,41878.0,0
681512,Microwave Oven,2,17350,21288.62,30271.52,61045.71,2016-03-18 11:57:00,2016-03-18 10:26:00,2016-03-20 10:26:00,17350.0,1
174799,Electric Guitar,1,9845,24878.49,27022.88,26723.92,2016-03-29 10:08:00,2016-03-29 09:32:00,2016-04-01 09:32:00,,0
178567,Scooter Helmet,2,9876,6812.98,7838.79,15677.91,2016-11-27 12:44:00,2016-11-27 11:18:00,2016-11-29 11:18:00,9876.0,0
199867,Air Conditioner,2,28326,46035.45,72240.83,145859.51,2016-09-22 10:23:00,2016-09-22 10:10:00,2016-09-27 10:10:00,28326.0,1
180838,Office Chair,2,18339,12855.97,15890.9,31459.0,2016-08-29 10:29:00,2016-08-29 09:14:00,2016-08-31 09:14:00,18339.0,0
510159,Electric Guitar,3,42817,41964.15,47228.3,146756.12,2016-09-27 11:10:00,2016-09-27 09:51:00,2016-09-30 09:51:00,42817.0,0
678283,Digital Camera,1,12593,59087.62,64023.71,65560.46,2016-05-11 13:35:00,2016-05-11 10:51:00,2016-05-14 10:51:00,,0
640879,Laptop,1,34959,24370.23,35816.82,36893.44,2016-04-22 11:25:00,2016-04-22 10:44:00,2016-04-24 10:44:00,34959.0,1
295479,Power Tools,1,21914,10717.74,14759.17,15020.06,2016-04-13 11:38:00,2016-04-13 09:16:00,2016-04-19 09:16:00,21914.0,1
142534,Refrigerator,2,33383,24714.28,28516.48,56957.0,2016-05-08 13:39:00,2016-05-08 11:40:00,2016-05-13 11:40:00,33383.0,0
587634,Electric Guitar,2,26696,47359.25,52247.18,106128.21,2016-05-07 12:23:00,2016-05-07 09:40:00,2016-05-12 09:40:00,26696.0,0
797107,Microwave Oven,2,49426,17953.35,22160.18,44419.77,2016-07-21 12:25:00,2016-07-21 10:30:00,2016-07-23 10:30:00,49426.0,0
809670,Used Smartphone,1,27448,30722.44,37008.36,36953.63,2016-06-06 09:11:00,2016-06-06 09:11:00,2016-06-12 09:11:00,27448.0,0
386659,Air Conditioner,1,5800,21709.57,25714.12,25806.27,2016-07-20 12:36:00,2016-07-20 09:51:00,2016-07-21 09:51:00,5800.0,0
412023,Scooter Helmet,1,17733,3679.78,4534.65,4662.36,2016-09-24 11:34:00,2016-09-24 09:38:00,2016-09-30 09:38:00,17733.0,0
991492,Refrigerator,3,45488,55860.97,81426.4,241812.85,2016-03-01 13:21:00,2016-03-01 11:24:00,2016-03-04 11:24:00,45488.0,1
823117,Digital Camera,1,15460,55034.68,60327.96,60084.68,2016-08-12 11:49:00,2016-08-12 10:20:00,2016-08-14 10:20:00,15460.0,0
441274,Scooter Helmet,1,16021,6653.46,9611.02,10017.92,2016-08-12 12:59:00,2016-08-12 11:23:00,2016-08-14 11:23:00,16021.0,1
703742,Digital Camera,1,26465,62740.71,69622.27,71269.35,2016-09-19 13:53:00,2016-09-19 11:49:00,2016-09-21 11:49:00,26465.0,0
906008,Microwave Oven,2,43759,10383.03,16171.43,32444.11,2016-05-18 11:51:00,2016-05-18 11:17:00,2016-05-20 11:17:00,43759.0,1
588550,Home Theater System,2,5213,32008.86,44230.39,89456.17,2016-05-19 11:46:00,2016-05-19 09:14:00,2016-05-21 09:14:00,5213.0,1
485343,Digital Camera,2,28276,26279.53,34683.35,71293.44,2016-08-14 13:32:00,2016-08-14 11:05:00,2016-08-16 11:05:00,28276.0,1
838932,Digital Camera,3,14042,64049.64,80745.53,243882.26,2016-05-02 10:17:00,2016-05-02 10:07:00,2016-05-03 10:07:00,14042.0,0
970347,Microwave Oven,1,43648,24202.91,32318.2,31995.94,2016-08-18 11:41:00,2016-08-18 11:02:00,2016-08-20 11:02:00,43648.0,1
375958,Washing Machine,3,17073,18909.02,28811.08,90353.83,2016-10-20 09:35:00,2016-10-20 09:19:00,2016-10-22 09:19:00,17073.0,1
529828,Tablet,3,11554,23804.6,28286.0,85329.06,2016-12-13 11:12:00,2016-12-13 09:47:00,2016-12-16 09:47:00,11554.0,0
761355,Scooter Helmet,2,49997,4952.54,6020.5,11965.34,2016-07-27 13:44:00,2016-07-27 11:00:00,2016-07-31 11:00:00,49997.0,0
333591,Tablet,1,21829,34858.53,39409.96,40229.82,2016-09-17 11:21:00,2016-09-17 10:56:00,2016-09-22 10:56:00,21829.0,0
598125,Laptop,2,6999,30743.8,38824.44,77591.58,2016-09-23 11:56:00,2016-09-23 10:07:00,2016-09-28 10:07:00,6999.0,0
540780,Digital Camera,1,10415,36906.73,56849.48,57214.82,2016-04-17 10:06:00,2016-04-17 09:17:00,2016-04-21 09:17:00,10415.0,1
608474,Air Conditioner,2,16290,25828.02,33669.14,68708.29,2016-07-08 14:14:00,2016-07-08 11:53:00,2016-07-10 11:53:00,16290.0,1
790833,Washing Machine,2,48009,13723.72,16058.65,32642.28,2016-10-14 11:56:00,2016-10-14 09:31:00,2016-10-17 09:31:00,48009.0,0
462709,Laptop,1,33676,25209.49,31793.5,31380.34,2016-08-22 12:11:00,2016-08-22 09:13:00,2016-08-24 09:13:00,33676.0,0
353315,Home Theater System,2,22606,43677.3,51120.54,103203.61,2016-10-13 12:20:00,2016-10-13 10:37:00,2016-10-14 10:37:00,22606.0,0
880367,Laptop,3,36678,55551.41,61508.44,187623.59,2016-02-15 11:40:00,2016-02-15 11:20:00,2016-02-21 11:20:00,36678.0,0
810754,Microwave Oven,2,30089,11574.97,17739.42,35880.19,2016-06-20 10:26:00,2016-06-20 09:12:00,2016-06-24 09:12:00,30089.0,1
232757,Refrigerator,3,23161,26097.59,29857.06,89302.26,2016-02-05 11:58:00,2016-02-05 09:17:00,2016-02-11 09:17:00,23161.0,0
631135,Washing Machine,1,48493,22306.68,28379.12,27985.23,2016-06-22 13:42:00,2016-06-22 11:33:00,2016-06-23 11:33:00,48493.0,0
849483,Home Theater System,1,24958,48292.01,64835.98,64175.41,2016-03-24 12:53:00,2016-03-24 10:21:00,2016-03-30 10:21:00,24958.0,1
424479,Office Chair,2,44706,9242.0,13298.62,27228.76,2016-01-29 13:23:00,2016-01-29 10:45:00,2016-02-03 10:45:00,44706.0,1
839646,LED TV,3,22844,37696.17,52350.77,159978.17,2016-02-17 11:14:00,2016-02-17 09:49:00,2016-02-20 09:49:00,22844.0,1
441459,Digital Camera,1,37047,41437.08,45141.62,45344.24,2016-11-10 12:54:00,2016-11-10 11:57:00,2016-11-11 11:57:00,,0
687770,Washing Machine,3,38875,26503.56,32191.1,100264.25,2016-08-08 11:26:00,2016-08-08 10:58:00,2016-08-13 10:58:00,38875.0,0
426652,Washing Machine,1,21542,21890.22,27513.79,28675.3,2016-09-16 11:25:00,2016-09-16 11:14:00,2016-09-17 11:14:00,21542.0,0
552171,Air Conditioner,3,47030,46137.48,66374.66,196158.71,2016-11-05 12:59:00,2016-11-05 10:38:00,2016-11-10 10:38:00,47030.0,1
335973,Used Smartphone,1,40032,6196.71,7617.03,7607.96,2016-11-22 10:59:00,2016-11-22 09:35:00,2016-11-23 09:35:00,40032.0,0
538315,Digital Camera,2,13223,45095.02,55030.25,110001.24,2016-03-31 10:58:00,2016-03-31 09:15:00,2016-04-03 09:15:00,13223.0,0
875930,Air Conditioner,2,5766,20083.15,27948.35,56688.92,2016-04-16 10:07:00,2016-04-16 09:53:00,2016-04-20 09:53:00,5766.0,1
145355,Washing Machine,2,47332,31153.16,34008.4,69269.28,2016-05-15 12:05:00,2016-05-15 09:15:00,2016-05-16 09:15:00,47332.0,0
303262,Washing Machine,1,44030,29764.02,32664.88,32705.16,2016-06-06 12:21:00,2016-06-06 11:14:00,2016-06-11 11:14:00,44030.0,0
606476,Laptop,2,10074,34679.05,48924.64,101838.25,2016-08-07 13:47:00,2016-08-07 11:24:00,2016-08-09 11:24:00,10074.0,1
108109,Air Conditioner,2,20624,29939.33,36779.99,77227.57,2016-10-08 12:25:00,2016-10-08 11:18:00,2016-10-14 11:18:00,20624.0,0
321860,Home Theater System,2,20118,51470.06,75824.6,158897.42,2016-03-04 11:15:00,2016-03-04 10:04:00,2016-03-08 10:04:00,20118.0,1
672711,Washing Machine,1,47332,32744.49,45851.05,46137.81,2016-03-02 13:19:00,2016-03-02 10:38:00,2016-03-06 10:38:00,47332.0,1
995952,Scooter Helmet,1,26775,5504.94,7533.98,7896.96,2016-09-29 14:24:00,2016-09-29 11:56:00,2016-10-03 11:56:00,26775.0,1
626085,Microwave Oven,3,15425,13417.69,16908.9,52438.61,2016-04-01 12:26:00,2016-04-01 10:45:00,2016-04-05 10:45:00,15425.0,0
239495,Home Theater System,3,13183,38610.46,55607.19,169973.74,2016-08-22 09:59:00,2016-08-22 09:55:00,2016-08-23 09:55:00,13183.0,1
839080,Refrigerator,2,18770,39862.2,50870.61,104766.0,2016-04-06 14:00:00,2016-04-06 11:29:00,2016-04-09 11:29:00,18770.0,0
442655,LED TV,1,33668,68769.38,107418.08,107432.3,2016-10-08 10:46:00,2016-10-08 09:09:00,2016-10-14 09:09:00,33668.0,1
289323,Scooter Helmet,2,16927,6608.84,7306.0,15158.01,2016-12-23 12:29:00,2016-12-23 09:59:00,2016-12-28 09:59:00,16927.0,0
993882,Home Theater System,1,8854,17296.36,19689.76,20105.95,2016-07-17 12:22:00,2016-07-17 10:26:00,2016-07-23 10:26:00,8854.0,0
815246,Washing Machine,2,13579,42088.65,52746.05,108359.96,2016-09-29 12:59:00,2016-09-29 10:26:00,2016-10-01 10:26:00,13579.0,0
874007,Used Smartphone,2,27348,30818.73,33890.5,70441.39,2016-04-14 13:46:00,2016-04-14 11:49:00,2016-04-20 11:49:00,27348.0,0
260140,Used Smartphone,2,11897,20566.14,32799.41,68374.3,2016-03-06 11:50:00,2016-03-06 11:50:00,2016-03-09 11:50:00,11897.0,1
381949,Microwave Oven,1,36948,18632.84,20663.34,21522.34,2016-01-13 13:22:00,2016-01-13 11:39:00,2016-01-15 11:39:00,36948.0,0
331072,LED TV,1,42656,71339.35,84029.26,83053.02,2016-06-14 10:32:00,2016-06-14 09:49:00,2016-06-20 09:49:00,42656.0,0
580837,Microwave Oven,3,34294,7647.8,8683.02,26286.58,2016-11-23 12:37:00,2016-11-23 11:07:00,2016-11-27 11:07:00,34294.0,0
687052,Electric Guitar,1,8579,44775.46,55489.37,54683.69,2016-07-28 10:47:00,2016-07-28 10:38:00,2016-08-02 10:38:00,8579.0,0
474127,Refrigerator,1,47222,37892.32,59422.99,58640.97,2016-03-09 13:25:00,2016-03-09 11:09:00,2016-03-13 11:09:00,47222.0,1
605102,Used Smartphone,1,17762,30548.72,35630.09,36833.96,2016-09-27 14:03:00,2016-09-27 11:04:00,2016-09-29 11:04:00,17762.0,0
686390,Power Tools,2,41504,16681.88,19653.4,40380.06,2016-07-29 14:15:00,2016-07-29 11:50:00,2016-08-03 11:50:00,41504.0,0
259672,Power Tools,2,38961,19965.24,25246.23,52982.81,2016-08-21 13:18:00,2016-08-21 10:28:00,2016-08-23 10:28:00,38961.0,0
155258,Electric Guitar,1,31087,59220.84,66689.14,66962.57,2016-09-21 14:26:00,2016-09-21 11:39:00,2016-09-24 11:39:00,31087.0,0
288005,Office Chair,2,19811,11181.3,13936.6,28895.54,2016-03-24 12:56:00,2016-03-24 11:53:00,2016-03-25 11:53:00,19811.0,0
321585,Washing Machine,1,47142,41571.15,46887.2,48937.87,2016-09-25 10:31:00,2016-09-25 10:21:00,2016-09-30 10:21:00,47142.0,0
999509,Electric Guitar,2,7449,15249.97,18469.68,37110.89,2016-10-07 09:53:00,2016-10-07 09:31:00,2016-10-10 09:31:00,7449.0,0
764769,Office Chair,1,48676,14246.93,18035.48,18090.21,2016-10-12 09:28:00,2016-10-12 09:03:00,2016-10-15 09:03:00,48676.0,0
189321,Scooter Helmet,1,27582,2759.6,3530.42,3508.93,2016-03-18 13:19:00,2016-03-18 11:00:00,2016-03-20 11:00:00,27582.0,0
527739,Electric Guitar,2,30171,38668.77,45894.94,92863.03,2016-03-25 11:00:00,2016-03-25 10:18:00,2016-03-30 10:18:00,30171.0,0
854931,Electric Guitar,2,28801,39859.91,46021.47,95974.33,2016-06-24 13:21:00,2016-06-24 10:32:00,2016-06-25 10:32:00,28801.0,0
708603,Power Tools,1,13720,13684.15,16306.13,17111.31,2016-01-08 13:07:00,2016-01-08 10:31:00,2016-01-14 10:31:00,13720.0,0
370380,Laptop,2,30819,42417.07,52201.37,103315.67,2016-09-19 12:01:00,2016-09-19 09:09:00,2016-09-20 09:09:00,30819.0,0
744258,Washing Machine,3,15836,28454.66,32852.41,99494.79,2016-01-22 10:00:00,2016-01-22 09:55:00,2016-01-23 09:55:00,15836.0,0
371920,Refrigerator,3,27912,50323.42,58122.45,175149.53,2016-01-05 11:54:00,2016-01-05 11:20:00,2016-01-07 11:20:00,27912.0,0
231965,Used Smartphone,1,35423,31334.61,44486.89,44227.0,2016-07-28 11:36:00,2016-07-28 11:02:00,2016-07-29 11:02:00,35423.0,1
454928,Air Conditioner,1,23911,44693.49,51733.26,51051.26,2016-07-24 11:48:00,2016-07-24 11:28:00,2016-07-28 11:28:00,23911.0,0
286942,Electric Guitar,1,34178,20480.03,24100.71,24991.57,2016-02-23 11:24:00,2016-02-23 10:11:00,2016-02-28 10:11:00,34178.0,0
537947,Tablet,2,35833,20380.58,31031.08,65122.38,2016-09-03 11:19:00,2016-09-03 09:12:00,2016-09-09 09:12:00,35833.0,1
547334,Power Tools,2,19619,16660.68,20503.39,40556.16,2016-07-12 14:34:00,2016-07-12 11:58:00,2016-07-18 11:58:00,19619.0,0
330875,Laptop,2,44575,71572.19,93719.35,194218.36,2016-05-30 10:21:00,2016-05-30 10:19:00,2016-05-31 10:19:00,44575.0,1
319282,Microwave Oven,1,33987,7495.38,9028.2,9371.09,2016-07-25 10:53:00,2016-07-25 10:16:00,2016-07-26 10:16:00,33987.0,0
327106,Microwave Oven,1,24652,7267.54,8060.35,7949.02,2016-07-21 13:05:00,2016-07-21 10:59:00,2016-07-23 10:59:00,24652.0,0
863663,Laptop,2,48276,65399.55,96408.26,199480.31,2016-06-05 11:40:00,2016-06-05 10:14:00,2016-06-10 10:14:00,48276.0,1
236315,Refrigerator,2,6372,53842.77,61696.82,127415.26,2016-03-27 11:59:00,2016-03-27 11:54:00,2016-03-29 11:54:00,6372.0,0
610786,Air Conditioner,3,7868,60592.59,89114.16,271324.63,2016-05-19 12:27:00,2016-05-19 09:56:00,2016-05-20 09:56:00,7868.0,1
917800,LED TV,3,41187,15907.35,17961.51,55479.83,2016-06-15 13:39:00,2016-06-15 11:00:00,2016-06-19 11:00:00,41187.0,0
393578,Home Theater System,2,35184,32039.51,48568.59,99989.58,2016-03-20 13:01:00,2016-03-20 11:48:00,2016-03-25 11:48:00,35184.0,1
730940,Power Tools,2,36769,12668.92,19095.66,38655.14,2016-02-10 13:09:00,2016-02-10 11:28:00,2016-02-12 11:28:00,36769.0,1
644633,Electric Guitar,3,36322,16933.92,20210.77,60925.64,2016-10-14 12:15:00,2016-10-14 09:47:00,2016-10-15 09:47:00,36322.0,0
194673,Microwave Oven,3,48115,11588.62,13080.56,39142.07,2016-07-28 11:38:00,2016-07-28 10:37:00,2016-08-01 10:37:00,48115.0,0
841471,Office Chair,2,43683,6133.64,9720.46,19295.64,2016-09-10 12:48:00,2016-09-10 11:00:00,2016-09-11 11:00:00,43683.0,1
185004,Power Tools,2,14361,19125.81,26048.56,52621.06,2016-02-04 11:56:00,2016-02-04 10:27:00,2016-02-06 10:27:00,14361.0,1
852275,Used Smartphone,3,43034,21165.1,29480.22,89921.96,2016-11-14 12:00:00,2016-11-14 11:14:00,2016-11-16 11:14:00,43034.0,1
510746,Refrigerator,2,38478,14637.34,17434.08,35087.6,2016-11-02 13:08:00,2016-11-02 11:01:00,2016-11-04 11:01:00,38478.0,0
721930,Electric Guitar,3,22561,31970.57,38120.58,117015.86,2016-07-09 10:34:00,2016-07-09 09:21:00,2016-07-14 09:21:00,22561.0,0
404378,Tablet,2,36040,22497.96,35381.79,71772.86,2016-05-29 10:54:00,2016-05-29 09:54:00,2016-06-04 09:54:00,36040.0,1
572765,Digital Camera,3,17722,22422.41,28607.43,89951.06,2016-06-07 11:36:00,2016-06-07 09:24:00,2016-06-11 09:24:00,17722.0,0
570289,Digital Camera,2,49958,22212.76,26662.29,55489.84,2016-08-09 14:10:00,2016-08-09 11:29:00,2016-08-13 11:29:00,49958.0,0
514123,Home Theater System,1,32968,19345.35,24197.99,23997.75,2016-07-02 13:31:00,2016-07-02 11:54:00,2016-07-08 11:54:00,32968.0,0
840808,Home Theater System,1,40266,52793.05,83650.52,83470.55,2016-03-24 12:10:00,2016-03-24 11:23:00,2016-03-28 11:23:00,40266.0,1
743689,Washing Machine,2,22435,10032.07,11867.72,24721.39,2016-01-16 11:52:00,2016-01-16 10:06:00,2016-01-19 10:06:00,22435.0,0
798685,Tablet,1,29689,16286.73,17698.23,18570.83,2016-05-03 12:54:00,2016-05-03 11:18:00,2016-05-07 11:18:00,,0
952810,Used Smartphone,1,39086,38988.66,54656.4,54512.39,2016-11-29 13:43:00,2016-11-29 11:46:00,2016-12-03 11:46:00,39086.0,1
819559,Power Tools,2,27341,14325.69,17728.36,35490.03,2016-04-20 11:32:00,2016-04-20 11:11:00,2016-04-23 11:11:00,27341.0,0
488966,Microwave Oven,3,10013,11747.18,14476.84,45024.35,2016-07-11 13:24:00,2016-07-11 11:37:00,2016-07-16 11:37:00,10013.0,0
933532,Refrigerator,3,44594,30735.57,33953.87,103585.77,2016-12-08 12:06:00,2016-12-08 10:50:00,2016-12-10 10:50:00,44594.0,0
365381,Digital Camera,2,17917,35514.23,40562.63,82469.39,2016-06-07 12:39:00,2016-06-07 10:17:00,2016-06-10 10:17:00,17917.0,0
208120,Air Conditioner,2,26024,42555.86,49017.08,98965.52,2016-03-10 09:20:00,2016-03-10 09:17:00,2016-03-13 09:17:00,26024.0,0
838779,Electric Guitar,3,28893,44627.66,52633.91,163364.64,2016-01-20 11:51:00,2016-01-20 09:52:00,2016-01-23 09:52:00,28893.0,0
496221,Scooter Helmet,2,18456,4906.06,6119.1,12842.43,2016-09-22 09:37:00,2016-09-22 09:03:00,2016-09-25 09:03:00,18456.0,0
127239,Air Conditioner,2,21486,61176.78,72635.13,152503.76,2016-01-11 13:59:00,2016-01-11 11:04:00,2016-01-14 11:04:00,21486.0,0
363131,LED TV,2,34210,25445.46,33183.39,67316.4,2016-01-16 12:15:00,2016-01-16 11:27:00,2016-01-21 11:27:00,34210.0,1
694594,Digital Camera,3,46714,39988.84,54582.78,163390.3,2016-06-10 13:58:00,2016-06-10 10:59:00,2016-06-14 10:59:00,46714.0,1
386699,LED TV,1,18074,72255.7,104353.1,106856.89,2016-11-30 10:26:00,2016-11-30 09:13:00,2016-12-03 09:13:00,18074.0,1
241618,Tablet,1,46716,23622.33,29449.73,29420.71,2016-08-09 11:52:00,2016-08-09 09:11:00,2016-08-15 09:11:00,46716.0,0
921863,Air Conditioner,2,28438,65813.51,73759.7,146914.11,2016-06-10 10:05:00,2016-06-10 09:19:00,2016-06-13 09:19:00,28438.0,0
696491,Laptop,2,41251,34350.02,54090.67,110380.24,2016-09-29 11:38:00,2016-09-29 09:23:00,2016-10-03 09:23:00,41251.0,1
896663,Tablet,3,39794,18179.93,26931.42,81156.81,2016-04-08 12:09:00,2016-04-08 10:02:00,2016-04-09 10:02:00,39794.0,1
993705,Air Conditioner,3,48975,51872.46,64290.78,191147.89,2016-05-10 11:58:00,2016-05-10 10:36:00,2016-05-14 10:36:00,48975.0,0
422375,Laptop,2,28519,69943.49,97672.35,198042.0,2016-09-23 12:31:00,2016-09-23 09:56:00,2016-09-26 09:56:00,28519.0,1
465025,Laptop,1,35335,24261.77,38146.28,39192.87,2016-07-27 11:23:00,2016-07-27 09:56:00,2016-08-01 09:56:00,35335.0,1
437922,Microwave Oven,1,23194,15366.87,19490.37,19347.41,2016-10-11 12:14:00,2016-10-11 11:00:00,2016-10-13 11:00:00,23194.0,0
502191,Laptop,1,42929,25138.36,28058.5,29082.57,2016-09-09 12:32:00,2016-09-09 11:47:00,2016-09-15 11:47:00,42929.0,0
469728,Refrigerator,3,8612,35860.64,43696.24,132794.49,2016-09-11 12:57:00,2016-09-11 11:49:00,2016-09-17 11:49:00,8612.0,0
919224,Power Tools,2,18883,12324.23,15423.13,30942.31,2016-04-30 10:56:00,2016-04-30 10:18:00,2016-05-05 10:18:00,18883.0,0
139972,LED TV,1,14866,61643.86,75772.41,78470.3,2016-01-11 11:12:00,2016-01-11 09:27:00,2016-01-16 09:27:00,14866.0,0
556229,Used Smartphone,3,47557,16042.38,24853.15,74731.68,2016-07-24 12:37:00,2016-07-24 11:29:00,2016-07-30 11:29:00,47557.0,1
281469,Electric Guitar,2,42559,47667.97,71278.3,148562.31,2016-12-24 13:31:00,2016-12-24 10:52:00,2016-12-30 10:52:00,42559.0,1
975782,Power Tools,2,44586,18555.47,22130.12,43669.88,2016-05-25 10:59:00,2016-05-25 09:28:00,2016-05-27 09:28:00,44586.0,0
549937,Laptop,3,40720,45761.43,71789.63,217448.2,2016-12-20 11:45:00,2016-12-20 11:22:00,2016-12-21 11:22:00,40720.0,1
902907,Power Tools,3,23916,9153.18,11512.92,34975.96,2016-02-24 14:03:00,2016-02-24 11:27:00,2016-02-26 11:27:00,23916.0,0
876868,Refrigerator,1,26392,54698.08,75137.53,78132.26,2016-07-31 11:10:00,2016-07-31 10:07:00,2016-08-04 10:07:00,26392.0,1
778802,Tablet,2,49218,18847.14,26080.76,53910.8,2016-10-18 12:21:00,2016-10-18 10:38:00,2016-10-22 10:38:00,49218.0,1
560091,Air Conditioner,1,9274,60136.65,83041.03,82258.49,2016-10-19 12:19:00,2016-10-19 09:49:00,2016-10-21 09:49:00,9274.0,1
741039,Power Tools,1,34998,16864.64,21113.96,20841.34,2016-02-27 11:49:00,2016-02-27 10:08:00,2016-03-02 10:08:00,34998.0,0
717400,Office Chair,2,23357,13977.77,18566.08,38521.05,2016-07-19 11:12:00,2016-07-19 10:16:00,2016-07-21 10:16:00,23357.0,1
608096,Microwave Oven,1,16121,12060.03,16726.99,16487.54,2016-02-04 13:22:00,2016-02-04 11:14:00,2016-02-05 11:14:00,16121.0,1
636714,Used Smartphone,3,36249,26797.08,33450.71,100736.14,2016-10-01 14:04:00,2016-10-01 11:27:00,2016-10-03 11:27:00,36249.0,0
701728,Office Chair,1,13236,13645.8,17393.52,17145.77,2016-08-28 14:15:00,2016-08-28 11:45:00,2016-09-01 11:45:00,13236.0,0
774180,Tablet,3,25958,19332.58,22476.43,69246.19,2016-05-03 12:12:00,2016-05-03 10:15:00,2016-05-08 10:15:00,25958.0,0
804222,LED TV,1,43135,28116.33,37790.7,38600.42,2016-05-31 12:07:00,2016-05-31 11:18:00,2016-06-06 11:18:00,43135.0,1
437289,Microwave Oven,1,49519,14047.61,20100.11,20265.18,2016-10-07 12:12:00,2016-10-07 11:09:00,2016-10-12 11:09:00,49519.0,1
785932,Microwave Oven,3,7631,24802.59,30310.28,94335.5,2016-10-20 12:13:00,2016-10-20 11:39:00,2016-10-21 11:39:00,7631.0,0
689279,Used Smartphone,2,6526,23054.95,34519.36,71854.22,2016-05-09 12:35:00,2016-05-09 11:34:00,2016-05-14 11:34:00,6526.0,1
116177,Refrigerator,1,40815,52477.81,68724.03,70824.89,2016-09-28 11:58:00,2016-09-28 10:34:00,2016-10-02 10:34:00,40815.0,1
701507,Air Conditioner,1,25167,34125.59,52814.86,53086.82,2016-04-02 12:56:00,2016-04-02 10:35:00,2016-04-03 10:35:00,25167.0,1
519869,Scooter Helmet,1,14116,6982.17,8850.66,8870.46,2016-01-15 12:52:00,2016-01-15 11:48:00,2016-01-19 11:48:00,14116.0,0
338227,Digital Camera,1,42117,50867.75,60740.56,63667.07,2016-04-02 13:36:00,2016-04-02 10:51:00,2016-04-04 10:51:00,42117.0,0
873300,Home Theater System,3,36781,50362.98,63899.97,193975.63,2016-07-23 13:48:00,2016-07-23 11:07:00,2016-07-24 11:07:00,36781.0,0
222213,Electric Guitar,1,30551,33728.41,38024.39,38350.25,2016-06-22 09:49:00,2016-06-22 09:06:00,2016-06-28 09:06:00,30551.0,0
923775,Washing Machine,1,38386,47287.53,70836.73,70187.54,2016-07-31 10:59:00,2016-07-31 09:41:00,2016-08-04 09:41:00,38386.0,1
322906,Power Tools,2,46729,9855.69,12515.97,25347.33,2016-01-31 11:59:00,2016-01-31 11:31:00,2016-02-05 11:31:00,46729.0,0
735819,Washing Machine,3,42420,41249.63,47203.91,147202.14,2016-07-12 11:15:00,2016-07-12 10:43:00,2016-07-15 10:43:00,42420.0,0
484183,LED TV,2,5992,59478.48,69590.93,140692.4,2016-11-08 11:51:00,2016-11-08 11:34:00,2016-11-12 11:34:00,5992.0,0
290552,Scooter Helmet,3,40043,6088.4,8377.87,24951.65,2016-05-28 13:28:00,2016-05-28 10:48:00,2016-05-29 10:48:00,40043.0,1
522503,Air Conditioner,2,27922,49831.19,66120.28,134041.52,2016-12-25 12:20:00,2016-12-25 11:39:00,2016-12-26 11:39:00,27922.0,1
867730,Air Conditioner,1,8266,30901.62,48015.19,49989.42,2016-06-30 12:55:00,2016-06-30 10:51:00,2016-07-01 10:51:00,8266.0,1
429790,Used Smartphone,2,21746,6384.61,7607.54,15722.24,2016-04-19 13:48:00,2016-04-19 11:18:00,2016-04-24 11:18:00,21746.0,0
267944,Laptop,3,29264,78681.69,110878.05,334712.09,2016-10-16 11:01:00,2016-10-16 10:07:00,2016-10-17 10:07:00,29264.0,1
841343,Laptop,3,34670,39019.53,57038.58,177181.46,2016-07-06 13:19:00,2016-07-06 10:52:00,2016-07-12 10:52:00,34670.0,1
343093,Air Conditioner,2,10365,28240.97,35842.39,73057.38,2016-11-15 12:41:00,2016-11-15 10:36:00,2016-11-21 10:36:00,10365.0,0
454341,Electric Guitar,1,14217,45898.7,55184.94,55859.72,2016-06-11 12:11:00,2016-06-11 09:31:00,2016-06-12 09:31:00,14217.0,0
869051,Digital Camera,3,29283,27363.37,40274.04,124105.84,2016-08-02 10:55:00,2016-08-02 10:04:00,2016-08-04 10:04:00,29283.0,1
537795,Electric Guitar,3,17240,58512.92,74155.25,226487.56,2016-08-26 11:59:00,2016-08-26 10:22:00,2016-08-31 10:22:00,17240.0,0
290524,Electric Guitar,2,44583,18021.73,28357.48,59153.89,2016-08-22 11:53:00,2016-08-22 09:01:00,2016-08-27 09:01:00,44583.0,1
498554,Electric Guitar,1,36160,39847.82,56882.35,58639.57,2016-07-11 11:45:00,2016-07-11 11:33:00,2016-07-13 11:33:00,36160.0,1
392583,Home Theater System,3,34691,38636.17,44172.69,131283.37,2016-09-10 11:54:00,2016-09-10 11:13:00,2016-09-16 11:13:00,34691.0,0
353102,Refrigerator,3,45156,47961.86,53860.64,162383.27,2016-06-30 13:34:00,2016-06-30 10:53:00,2016-07-02 10:53:00,45156.0,0
